date,open,high,low,close,volume
2022-10-24 00:00:00+09:00,19329.72,19329.72,19329.72,19329.72,4957159177
2022-10-31 00:00:00+09:00,20080.07,20809.67,20080.07,20490.74,4.243224839e+10
2022-11-07 00:00:00+09:00,20483.62,21299.37,20151.84,20591.13,4.739802474e+10
2022-11-14 00:00:00+09:00,18547.23,18547.23,15922.81,16619.46,5.672080339e+10
2022-11-21 00:00:00+09:00,16900.57,16900.57,15781.29,15781.29,2.599234786e+10
2022-11-28 00:00:00+09:00,16226.94,16603.11,16212.91,16212.91,2.441437034e+10
2022-12-05 00:00:00+09:00,16442.53,17163.64,16442.53,16966.35,2.627909775e+10
2022-12-12 00:00:00+09:00,17088.96,17224.1,16836.64,17209.83,2.44689407e+10
2022-12-19 00:00:00+09:00,17774.7,17803.15,16438.88,16438.88,2.527973511e+10
2022-12-26 00:00:00+09:00,16895.56,16919.39,16778.5,16919.39,1.837981109e+10
2023-01-02 00:00:00+09:00,16706.36,16706.36,16542.4,16672.87,1.706429506e+10
2023-01-09 00:00:00+09:00,16675.18,17178.26,16675.18,17178.26,2.126639615e+10
2023-01-16 00:00:00+09:00,17440.66,21185.65,17440.66,21185.65,4.18885305e+10
2023-01-23 00:00:00+09:00,21134.81,22916.45,20677.47,22916.45,4.615818097e+10
2023-01-30 00:00:00+09:00,22632.89,23742.3,22632.89,22826.15,4.509495915e+10
2023-02-06 00:00:00+09:00,23125.13,23732.66,22762.52,22762.52,4.458188007e+10
2023-02-13 00:00:00+09:00,23240.46,23240.46,21625.19,21773.97,4.46825816e+10
2023-02-20 00:00:00+09:00,22199.84,24842.2,22199.84,24842.2,6.089593206e+10
2023-02-27 00:00:00+09:00,24452.16,24452.16,23157.07,23492.09,5.184857638e+10
2023-03-06 00:00:00+09:00,23141.57,23628.97,22346.57,22410,3.713399342e+10
2023-03-13 00:00:00+09:00,22197.96,24113.48,20150.69,24113.48,6.836579336e+10
2023-03-20 00:00:00+09:00,24670.41,27972.87,24285.66,27717.01,9.278140166e+10
2023-03-27 00:00:00+09:00,28105.47,28295.41,27124.91,27124.91,2.921249143e+10
2023-04-03 00:00:00+09:00,27261.07,28465.36,27261.07,27800,1.378491294e+10
2023-04-10 00:00:00+09:00,28165.47,29637.34,27906.33,29637.34,8346818226
2023-04-17 00:00:00+09:00,30200.42,30466.93,29430.27,29430.27,1.105275626e+10
2023-04-24 00:00:00+09:00,30380.01,30380.01,27262.84,27510.93,1.217298271e+10
2023-05-01 00:00:00+09:00,28300.79,29472.77,28068.26,28068.26,1.314141762e+10
2023-05-08 00:00:00+09:00,28669.86,29505.61,27668.79,27668.79,1.042970721e+10
2023-05-15 00:00:00+09:00,27628.27,27628.27,26775.28,27162.14,8448446372
2023-05-22 00:00:00+09:00,27033.84,27405.61,26747.78,26849.27,5837632483
2023-05-29 00:00:00+09:00,27219.61,28065,26329.01,27736.4,7205915718
2023-06-05 00:00:00+09:00,27694.4,27694.4,25728.2,25728.2,6910597364
2023-06-12 00:00:00+09:00,27230.08,27230.08,25841.21,25905.19,8174319751
2023-06-19 00:00:00+09:00,25934.25,26844.35,25128.6,26844.35,7045087598
2023-06-26 00:00:00+09:00,28307.99,30688.5,28307.99,30267.99,1.239139741e+10
2023-07-03 00:00:00+09:00,30692.44,31156.2,30077.41,31156.2,8962131891
2023-07-10 00:00:00+09:00,30766.51,30766.51,29895.43,30411.57,7367544513
2023-07-17 00:00:00+09:00,30622.1,31454.23,30138,30138,7934592267
2023-07-24 00:00:00+09:00,29859.13,30083.75,29176.5,29176.5,5654774457
2023-07-31 00:00:00+09:00,29228.91,29352.9,29222.78,29232.25,4428532075
2023-08-07 00:00:00+09:00,29705.99,29705.99,29072.13,29211.06,5800016773
2023-08-14 00:00:00+09:00,29770.42,29770.42,29303.84,29430.93,5298198413
2023-08-21 00:00:00+09:00,29200,29200,26054,26126.92,8323305292
2023-08-28 00:00:00+09:00,26056,26432.72,26017.37,26120,4726285474
2023-09-04 00:00:00+09:00,27716.34,27716.34,25805.05,25826.02,6848676830
2023-09-11 00:00:00+09:00,25792.1,26255,25162.52,25162.52,4547823252
2023-09-18 00:00:00+09:00,25840.1,26762.51,25840.1,26762.51,5874675438
2023-09-25 00:00:00+09:00,27210.26,27210.26,26248.38,26304.81,4669339949
2023-10-02 00:00:00+09:00,26221.67,27992.57,26221.67,27494.51,5986270737
2023-10-09 00:00:00+09:00,27426.46,27956.67,27410.39,27590.12,5309678054
2023-10-16 00:00:00+09:00,27390.12,28500.78,26759.63,28500.78,5811305708
2023-10-23 00:00:00+09:00,28395.91,33069.99,28320,33069.99,9230349840
2023-10-30 00:00:00+09:00,33922.73,34525.89,33892.02,34474.73,1.072873444e+10
2023-11-06 00:00:00+09:00,34639.77,35421.43,34639.77,35046.09,8297633069
2023-11-13 00:00:00+09:00,35399.12,37301.63,35399.12,36462.93,9897543507
2023-11-20 00:00:00+09:00,35551.19,37858.2,35551.19,37448.78,9487797383
2023-11-27 00:00:00+09:00,35741.65,37780.67,35741.65,37242.7,8331474776
2023-12-04 00:00:00+09:00,37818.87,41991.1,37723.96,41991.1,1.066020806e+10
2023-12-11 00:00:00+09:00,44073.32,44170.99,41253.4,41253.4,1.420222561e+10
2023-12-18 00:00:00+09:00,41492.39,43022.26,41374.65,42657.8,1.102774081e+10
2023-12-25 00:00:00+09:00,42275.99,43969.04,42275.99,43576.13,9802706376
2024-01-01 00:00:00+09:00,42508.93,44179.55,42066.95,44179.55,9748302345
2024-01-08 00:00:00+09:00,44946.91,46951.04,42845.23,46951.04,1.57421058e+10
2024-01-15 00:00:00+09:00,46110,46653.99,41732.35,42511.1,1.97764412e+10
2024-01-22 00:00:00+09:00,43137.95,43137.95,39568.02,39568.02,1.058448032e+10
2024-01-29 00:00:00+09:00,39897.6,43302.7,39897.6,43302.7,1.021231774e+10
2024-02-05 00:00:00+09:00,42941.1,43200,42580,42708.7,8632353089
2024-02-12 00:00:00+09:00,43098.95,49917.27,43098.95,49917.27,1.357063384e+10
2024-02-19 00:00:00+09:00,49699.59,52137.67,49699.59,51774.73,1.443117808e+10
2024-02-26 00:00:00+09:00,52258.82,54476.47,50744.15,54476.47,1.269039415e+10
2024-03-04 00:00:00+09:00,57037.34,68245.71,57037.34,68245.71,2.774326214e+10
2024-03-11 00:00:00+09:00,63724.01,72078.1,63724.01,72078.1,3.183272891e+10
2024-03-18 00:00:00+09:00,71452.01,73072.41,65300.63,67609.99,3.1816688e+10
2024-03-25 00:00:00+09:00,61937.4,69880.01,61937.4,69880.01,2.656171032e+10
2024-04-01 00:00:00+09:00,69988,71280.01,69469.99,69649.8,1.564374171e+10
2024-04-08 00:00:00+09:00,65463.99,71620,65463.99,71620,1.887171435e+10
2024-04-15 00:00:00+09:00,69146,70631.08,63419.99,63419.99,2.370026295e+10
2024-04-22 00:00:00+09:00,63793.39,66819.32,61277.37,66819.32,1.844363477e+10
2024-04-29 00:00:00+09:00,66414,66414,63118.62,63866,1.160601631e+10
2024-05-06 00:00:00+09:00,60672,64012,58364.97,63165.19,1.846292098e+10
2024-05-13 00:00:00+09:00,62312.08,63074.01,60799.99,62940.08,1.103735933e+10
2024-05-20 00:00:00+09:00,61577.49,71446.62,61577.49,71446.62,1.404352091e+10
2024-05-27 00:00:00+09:00,70148.34,70148.34,67969.65,69436.43,1.33752524e+10
2024-06-03 00:00:00+09:00,68398.39,68809.9,67540.01,68809.9,1.124850553e+10
2024-06-10 00:00:00+09:00,70537.84,71108,69310.46,69540,1.072677275e+10
2024-06-17 00:00:00+09:00,67314.24,68263.99,66043.99,66504.33,1.238232446e+10
2024-06-24 00:00:00+09:00,65175.32,65175.32,60293.3,60293.3,1.149104069e+10
2024-07-01 00:00:00+09:00,61806.01,62899.99,60427.84,62899.99,9265772198
2024-07-08 00:00:00+09:00,62135.47,62135.47,55857.81,56714.62,1.581983059e+10
2024-07-15 00:00:00+09:00,58050,64724.14,57339.89,64724.14,1.07433089e+10
2024-07-22 00:00:00+09:00,65043.99,68165.34,63987.92,67532.01,1.230508939e+10
2024-07-29 00:00:00+09:00,65936.01,68249.88,65376,66784.69,1.291065136e+10
2024-08-05 00:00:00+09:00,66188,66188,54018.81,54018.81,1.993015476e+10
2024-08-12 00:00:00+09:00,56022.01,61685.99,55134.16,59346.64,1.427054034e+10
2024-08-19 00:00:00+09:00,60587.15,60587.15,57541.06,59438.5,9790475112
2024-08-26 00:00:00+09:00,59013.8,64220,59013.8,62834,1.028166208e+10
2024-09-02 00:00:00+09:00,59415,59415,57301.86,59132.13,1.069516811e+10
2024-09-09 00:00:00+09:00,57487.73,57970.9,53962.97,57042,1.153054536e+10
2024-09-16 00:00:00+09:00,57635.99,60498,57338,58213.99,9882835625
2024-09-23 00:00:00+09:00,60313.99,63578.76,60313.99,63339.99,1.087890105e+10
2024-09-30 00:00:00+09:00,64262.7,65858,63152.01,63327.59,8956376732
2024-10-07 00:00:00+09:00,60805.78,62819.91,60649.28,62224,1.024054283e+10
2024-10-14 00:00:00+09:00,62160.49,66083.99,60326.39,66083.99,9256316376
2024-10-21 00:00:00+09:00,67074.14,69031.99,67074.14,67377.5,1.212502726e+10
2024-10-28 00:00:00+09:00,67426,69962.21,66668.65,69962.21,1.05797899e+10
2024-11-04 00:00:00+09:00,72736.42,72736.42,67850.01,67850.01,1.478698046e+10
2024-11-11 00:00:00+09:00,69372.01,88647.99,69372.01,88647.99,2.933336712e+10
2024-11-18 00:00:00+09:00,87952.01,91032.07,87325.59,90464.08,3.41428535e+10
2024-11-25 00:00:00+09:00,92310.79,98892,92310.79,93010.01,2.960361218e+10
2024-12-02 00:00:00+09:00,91965.16,97460,91965.16,95840.62,2.139622998e+10
2024-12-09 00:00:00+09:00,95849.69,101109.59,95849.69,97276.47,3.139179249e+10
2024-12-16 00:00:00+09:00,96593,106058.66,96593,106058.66,2.198475161e+10
2024-12-23 00:00:00+09:00,106133.74,106133.74,94881.47,94881.47,2.706254754e+10
2024-12-30 00:00:00+09:00,98663.58,99429.6,92792.05,92792.05,1.293719837e+10
2025-01-06 00:00:00+09:00,93576,102235.6,93576,102235.6,1.064190277e+10
2025-01-13 00:00:00+09:00,96954.61,96954.61,92552.49,94536.1,1.796565693e+10
2025-01-20 00:00:00+09:00,96560.86,104556.23,96560.86,102260.01,2.892218003e+10
2025-01-27 00:00:00+09:00,106143.82,106143.82,102082.83,102082.83,2.226098654e+10
2025-02-03 00:00:00+09:00,101335.52,104722.94,97700.59,101328.52,2.084567535e+10
2025-02-10 00:00:00+09:00,97763.13,97763.13,96444.74,97430.82,1.628435263e+10
2025-02-17 00:00:00+09:00,95778.2,97869.99,95778.2,95780,1.138827164e+10
2025-02-24 00:00:00+09:00,95671.74,98305,91552.88,91552.88,1.372145386e+10
2025-03-03 00:00:00+09:00,88680.4,94270,84250.09,86220.61,3.477453332e+10
2025-03-10 00:00:00+09:00,87281.98,90606.01,78595.86,78595.86,2.343568192e+10
2025-03-17 00:00:00+09:00,82932.99,84338.44,81115.78,84010.03,1.493042057e+10
2025-03-24 00:00:00+09:00,82715.03,87498.16,82715.03,87498.16,1.052869812e+10
2025-03-31 00:00:00+09:00,87392.87,87392.87,82389.99,82550.01,1.086668782e+10
2025-04-07 00:00:00+09:00,85158.34,85158.34,78430,79163.24,1.921864351e+10
2025-04-14 00:00:00+09:00,76322.42,85276.9,76322.42,84591.58,2.034880977e+10
2025-04-21 00:00:00+09:00,83643.99,87516.23,83643.99,87516.23,9530966345
2025-04-28 00:00:00+09:00,93442.99,95011.18,93442.99,95011.18,1.4970558e+10
2025-05-05 00:00:00+09:00,94256.82,96887.14,94172,94733.68,1.038867367e+10
2025-05-12 00:00:00+09:00,96834.02,104809.53,96834.02,102791.32,1.619885916e+10
2025-05-19 00:00:00+09:00,104103.72,106454.26,103126.65,105573.74,1.395392608e+10
2025-05-26 00:00:00+09:00,106849.99,111696.21,106849.99,109434.79,1.97328528e+10
2025-06-02 00:00:00+09:00,108938.17,108938.17,103985.48,105857.99,1.223765166e+10
2025-06-09 00:00:00+09:00,105376.89,110263.02,101508.68,110263.02,1.070709706e+10
2025-06-16 00:00:00+09:00,110274.39,110274.39,105414.64,106794.53,1.12262917e+10
2025-06-23 00:00:00+09:00,104551.17,105333.93,100963.87,105333.93,1.273606302e+10
2025-06-30 00:00:00+09:00,106083,108356.93,106083,107146.5,7916651641
2025-07-07 00:00:00+09:00,105681.14,109584.78,105681.14,108262.94,7864316430
2025-07-14 00:00:00+09:00,108922.98,119841.18,108922.98,119841.18,1.419308603e+10
2025-07-21 00:00:00+09:00,117758.09,119177.56,117265.12,117380.36,1.434855455e+10
2025-07-28 00:00:00+09:00,119954.42,119954.42,117614.31,118062.32,1.412073505e+10
2025-08-04 00:00:00+09:00,117950.76,117950.76,112546.35,115055.03,1.16874292e+10
2025-08-11 00:00:00+09:00,114129.75,119294.01,114129.75,118686,1.122719244e+10
2025-08-18 00:00:00+09:00,120134.08,123306.43,116227.05,116227.05,1.327224422e+10
2025-08-25 00:00:00+09:00,112872.94,116935.99,110111.98,110111.98,1.425084006e+10
2025-09-01 00:00:00+09:00,111763.22,112566.9,108246.35,109237.42,1.118848356e+10
2025-09-08 00:00:00+09:00,111240.01,112065.23,110187.97,112065.23,9597745345
2025-09-15 00:00:00+09:00,111546.39,116029.42,111546.39,115349.71,1.029079898e+10
2025-09-22 00:00:00+09:00,116788.96,117073.53,112650.99,112650.99,9036605277
2025-09-29 00:00:00+09:00,111998.8,114311.96,108994.49,114311.96,9881529204
2025-10-06 00:00:00+09:00,114048.93,124658.54,114048.93,124658.54,1.546197178e+10
2025-10-13 00:00:00+09:00,121332.95,123306,110644.4,115166,2.49048853e+10
2025-10-20 00:00:00+09:00,113028.14,113028.14,106431.68,110532.09,1.842701181e+10
2025-10-27 00:00:00+09:00,108297.67,108297.67,107853.38,107853.38,5381303275
